"","N1_1","N2_1","N3_1","N4_1","N5_1","N6_1","N1_2","N2_2","N3_2","N4_2","N5_2","N6_2"
"Q14160",0,0,0,0,0,0,0,0,0,0,0,0
"Q14161",0,0,0,0,0,0,0,0,0,0,0,0
"Q14164",0,0,0,0,0,0,0,0,0,0,0,0
"Q14181",0,0,0,0,0,0,0,0,0,0,0,0
"Q14185",0,0,0,0,0,0,0,0,0,0,0,0
"Q14186",0,0,0,0,0,0,0,0,0,0,0,0
"Q14191",0,0,0,0,0,0,0,0,0,0,0,0
"Q14192",1,1,1,1,1,1,1,1,1,1,1,1
"Q14194",0,0,0,0,0,0,0,0,0,0,0,0
"Q14202",0,0,0,0,0,0,0,0,0,0,0,0
"Q14203",1,1,1,1,1,1,1,1,1,1,1,1
"Q14204",1,1,1,1,1,1,1,1,1,1,1,1
"Q14232",0,0,0,0,0,0,0,0,0,0,0,0
"Q14247",1,1,1,1,1,1,1,1,1,1,1,1
"Q14254",1,1,1,1,1,1,1,1,1,1,1,1
"Q14258",1,1,1,1,1,1,1,1,1,1,1,1
"Q14289",0,0,0,0,0,0,0,0,0,0,0,0
"Q14318",0,0,0,0,0,0,0,0,0,0,0,0
"Q14331",0,0,0,0,0,0,0,0,0,0,0,0
"Q14344",1,1,1,1,1,1,1,1,1,1,1,1
"Q14416",0,0,0,0,0,0,0,0,0,0,0,0
"Q14442",0,0,0,0,0,0,0,0,0,0,0,0
"Q14444",1,1,1,1,1,1,1,1,1,1,1,1
"Q14451",0,0,0,0,0,0,0,0,0,0,0,0
"Q14457",0,0,0,0,0,0,0,0,0,0,0,0
"Q14469",0,0,0,0,0,0,0,0,0,0,0,0
"Q14494",0,0,0,0,0,0,0,0,0,0,0,0
"Q14498",1,1,1,1,1,1,1,1,1,1,1,1
"Q14511",0,0,0,0,0,0,0,0,0,0,0,0
"Q14524",0,0,0,0,0,0,0,0,0,0,0,0
"Q14526",0,0,0,0,0,0,0,0,0,0,0,0
"Q14562",0,0,0,0,0,0,0,0,0,0,0,0
"Q14563",0,0,0,0,0,0,0,0,0,0,0,0
"Q14566",0,0,0,0,0,0,0,0,0,0,0,0
"Q14573",0,0,0,0,0,0,0,0,0,0,0,0
"Q14596",0,0,0,0,0,0,0,0,0,0,0,0
"Q14643",0,0,0,0,0,0,0,0,0,0,0,0
"Q14653",0,0,0,0,0,0,0,0,0,0,0,0
"Q14654",0,0,0,0,0,0,0,0,0,0,0,0
"Q14657",0,0,0,0,0,0,0,0,0,0,0,0
"Q14674",0,0,0,0,0,0,0,0,0,0,0,0
"Q14676",0,0,0,0,0,0,0,0,0,0,0,0
"Q14683",1,1,1,1,1,1,1,1,1,1,1,1
"Q14686",0,0,0,0,0,0,0,0,0,0,0,0
"Q14687",0,0,0,0,0,0,0,0,0,0,0,0
"Q14691",0,0,0,0,0,0,0,0,0,0,0,0
"Q14693",0,0,0,0,0,0,0,0,0,0,0,0
"Q14714",0,0,0,0,0,0,0,0,0,0,0,0
"Q14721",0,0,0,0,0,0,0,0,0,0,0,0
"Q14746",0,0,0,0,0,0,0,0,0,0,0,0
"Q14773",0,0,0,0,0,0,0,0,0,0,0,0
"Q14781",0,0,0,0,0,0,0,0,0,0,0,0
"Q14790",0,0,0,0,0,0,0,0,0,0,0,0
"Q14831",0,0,0,0,0,0,0,0,0,0,0,0
"Q14832",0,0,0,0,0,0,0,0,0,0,0,0
"Q14833",0,0,0,0,0,0,0,0,0,0,0,0
"Q14839",0,0,0,0,0,0,0,0,0,0,0,0
"Q14919",0,0,0,0,0,0,0,0,0,0,0,0
"Q14974",1,1,1,1,1,1,1,1,1,1,1,1
"Q14978",1,1,1,1,1,1,1,1,1,1,1,1
"Q14980",1,1,1,1,1,1,1,1,1,1,1,1
"Q14999",0,0,0,0,0,0,0,0,0,0,0,0
"Q14CW9",0,0,0,0,0,0,0,0,0,0,0,0
"Q14CZ8",0,0,0,0,0,0,0,0,0,0,0,0
"Q15003",0,0,0,0,0,0,0,0,0,0,0,0
"Q15004",0,0,0,0,0,0,0,0,0,0,0,0
"Q15007",0,0,0,0,0,0,0,0,0,0,0,0
"Q15008",1,1,1,1,1,1,1,1,1,1,1,1
"Q15014",0,0,0,0,0,0,0,0,0,0,0,0
"Q15018",0,0,0,0,0,0,0,0,0,0,0,0
"Q15019",1,1,1,1,1,1,1,1,1,1,1,1
"Q15021",0,0,0,0,0,0,0,0,0,0,0,0
"Q15022",0,0,0,0,0,0,0,0,0,0,0,0
"Q15024",0,0,0,0,0,0,0,0,0,0,0,0
"Q15025",1,1,1,1,1,1,1,1,1,1,1,1
"Q15027",0,0,0,0,0,0,0,0,0,0,0,0
"Q15029",1,1,1,1,1,1,1,1,1,1,1,1
"Q15046",1,1,1,1,1,1,1,1,1,1,1,1
"Q15047",0,0,0,0,0,0,0,0,0,0,0,0
"Q15049",0,0,0,0,0,0,0,0,0,0,0,0
"Q15051",0,0,0,0,0,0,0,0,0,0,0,0
"Q15052",0,0,0,0,0,0,0,0,0,0,0,0
"Q15054",0,0,0,0,0,0,0,0,0,0,0,0
"Q15075",1,1,1,1,1,1,1,1,1,1,1,1
"Q15084",1,1,1,1,1,1,1,1,1,1,1,1
"Q15154",0,0,0,0,0,0,0,0,0,0,0,0
"Q15172",0,0,0,0,0,0,0,0,0,0,0,0
"Q15185",1,1,1,1,1,1,1,1,1,1,1,1
"Q15208",0,0,0,0,0,0,0,0,0,0,0,0
"Q15223",0,0,0,0,0,0,0,0,0,0,0,0
"Q15233",1,1,1,1,1,1,1,1,1,1,1,1
"Q15276",0,0,0,0,0,0,0,0,0,0,0,0
"Q15287",1,1,1,1,1,1,1,1,1,1,1,1
"Q15291",0,0,0,0,0,0,0,0,0,0,0,0
"Q15311",0,0,0,0,0,0,0,0,0,0,0,0
"Q15329",0,0,0,0,0,0,0,0,0,0,0,0
"Q15334",0,0,0,0,0,0,0,0,0,0,0,0
"Q15369",1,1,1,1,1,1,1,1,1,1,1,1
"Q15370",1,1,1,1,1,1,1,1,1,1,1,1
"Q15388",0,0,0,0,0,0,0,0,0,0,0,0
"Q15393",1,1,1,1,1,1,1,1,1,1,1,1
"Q15399",0,0,0,0,0,0,0,0,0,0,0,0
"Q15417",1,1,1,1,1,1,1,1,1,1,1,1
"Q15427",1,1,1,1,1,1,1,1,1,1,1,1
"Q15428",0,0,0,0,0,0,0,0,0,0,0,0
"Q15436",1,1,1,1,1,1,1,1,1,1,1,1
"Q15459",1,1,1,1,1,1,1,1,1,1,1,1
"Q15466",0,0,0,0,0,0,0,0,0,0,0,0
"Q15475",0,0,0,0,0,0,0,0,0,0,0,0
"Q15477",0,0,0,0,0,0,0,0,0,0,0,0
"Q15526",1,1,1,1,1,1,1,1,1,1,1,1
"Q15528",0,0,0,0,0,0,0,0,0,0,0,0
"Q15542",0,0,0,0,0,0,0,0,0,0,0,0
"Q15543",0,0,0,0,0,0,0,0,0,0,0,0
"Q15544",0,0,0,0,0,0,0,0,0,0,0,0
"Q15545",0,0,0,0,0,0,0,0,0,0,0,0
"Q15554",0,0,0,0,0,0,0,0,0,0,0,0
"Q15572",0,0,0,0,0,0,0,0,0,0,0,0
"Q15573",0,0,0,0,0,0,0,0,0,0,0,0
"Q15582",1,1,1,1,1,1,1,1,1,1,1,1
"Q15583",0,0,0,0,0,0,0,0,0,0,0,0
"Q15596",0,0,0,0,0,0,0,0,0,0,0,0
"Q15599",1,1,1,1,1,1,1,1,1,1,1,1
"Q155Q3",0,0,0,0,0,0,0,0,0,0,0,0
"Q15628",0,0,0,0,0,0,0,0,0,0,0,0
"Q15633",0,0,0,0,0,0,0,0,0,0,0,0
"Q15637",1,1,1,1,1,1,1,1,1,1,1,1
"Q15648",0,0,0,0,0,0,0,0,0,0,0,0
"Q15650",0,0,0,0,0,0,0,0,0,0,0,0
"Q15653",0,0,0,0,0,0,0,0,0,0,0,0
"Q15654",1,1,1,1,1,1,1,1,1,1,1,1
"Q15672",0,0,0,0,0,0,0,0,0,0,0,0
"Q15696",0,0,0,0,0,0,0,0,0,0,0,0
"Q15717",1,1,1,1,1,1,1,1,1,1,1,1
"Q15744",0,0,0,0,0,0,0,0,0,0,0,0
"Q15746",1,1,1,1,1,1,1,1,1,1,1,1
"Q15750",0,0,0,0,0,0,0,0,0,0,0,0
"Q15751",0,0,0,0,0,0,0,0,0,0,0,0
"Q15788",0,0,0,0,0,0,0,0,0,0,0,0
"Q15796",0,0,0,0,0,0,0,0,0,0,0,0
"Q15797",0,0,0,0,0,0,0,0,0,0,0,0
"Q15813",0,0,0,0,0,0,0,0,0,0,0,0
"Q15819",0,0,0,0,0,0,0,0,0,0,0,0
"Q15822",0,0,0,0,0,0,0,0,0,0,0,0
"Q15831",0,0,0,0,0,0,0,0,0,0,0,0
"Q15834",0,0,0,0,0,0,0,0,0,0,0,0
"Q15836",0,0,0,0,0,0,0,0,0,0,0,0
"Q15843",1,1,1,1,1,1,1,1,1,1,1,1
"Q15848",1,1,1,1,1,1,1,1,1,1,1,1
"Q15853",0,0,0,0,0,0,0,0,0,0,0,0
"Q15906",0,0,0,0,0,0,0,0,0,0,0,0
"Q15907",1,1,1,1,1,1,1,1,1,1,1,1
"Q15910",0,0,0,0,0,0,0,0,0,0,0,0
"Q15942",1,1,1,1,1,1,1,1,1,1,1,1
"Q16181",1,1,1,1,1,1,1,1,1,1,1,1
"Q16198",0,0,0,0,0,0,0,0,0,0,0,0
"Q16236",0,0,0,0,0,0,0,0,0,0,0,0
"Q16254",0,0,0,0,0,0,0,0,0,0,0,0
"Q16342",0,0,0,0,0,0,0,0,0,0,0,0
"Q16363",1,1,1,1,1,1,1,1,1,1,1,1
"Q16394",0,0,0,0,0,0,0,0,0,0,0,0
"Q16401",1,1,1,1,1,1,1,1,1,1,1,1
"Q16512",0,0,0,0,0,0,0,0,0,0,0,0
"Q16514",0,0,0,0,0,0,0,0,0,0,0,0
"Q16526",0,0,0,0,0,0,0,0,0,0,0,0
"Q16531",1,1,1,1,1,1,1,1,1,1,1,1
"Q16533",0,0,0,0,0,0,0,0,0,0,0,0
"Q16534",0,0,0,0,0,0,0,0,0,0,0,0
"Q16539",0,0,0,0,0,0,0,0,0,0,0,0
"Q16540",1,1,1,1,1,1,1,1,1,1,1,1
"Q16543",1,1,1,1,1,1,1,1,1,1,1,1
"Q16560",0,0,0,0,0,0,0,0,0,0,0,0
"Q16576",0,0,0,0,0,0,0,0,0,0,0,0
"Q16584",0,0,0,0,0,0,0,0,0,0,0,0
"Q16585",0,0,0,0,0,0,0,0,0,0,0,0
"Q16586",0,0,0,0,0,0,0,0,0,0,0,0
"Q16594",0,0,0,0,0,0,0,0,0,0,0,0
"Q16595",1,1,1,1,1,1,1,1,1,1,1,1
"Q16602",0,0,0,0,0,0,0,0,0,0,0,0
"Q16611",0,0,0,0,0,0,0,0,0,0,0,0
"Q16623",0,0,0,0,0,0,0,0,0,0,0,0
"Q16629",1,1,1,1,1,1,1,1,1,1,1,1
"Q16630",1,1,1,1,1,1,1,1,1,1,1,1
"Q16633",0,0,0,0,0,0,0,0,0,0,0,0
"Q16637",0,0,0,0,0,0,0,0,0,0,0,0
"Q16659",0,0,0,0,0,0,0,0,0,0,0,0
"Q16665",0,0,0,0,0,0,0,0,0,0,0,0
"Q16718",1,1,1,1,1,1,1,1,1,1,1,1
"Q16740",0,0,0,0,0,0,0,0,0,0,0,0
"Q16777",0,0,0,0,0,0,0,0,0,0,0,0
"Q16778",0,0,0,0,0,0,0,0,0,0,0,0
"Q16787",0,0,0,0,0,0,0,0,0,0,0,0
"Q16795",1,1,1,1,1,1,1,1,1,1,1,1
"Q16816",0,0,0,0,0,0,0,0,0,0,0,0
"Q16819",0,0,0,0,0,0,0,0,0,0,0,0
"Q16820",0,0,0,0,0,0,0,0,0,0,0,0
"Q16891",1,1,1,1,1,1,1,1,1,1,1,1
"Q1EHW4",0,0,0,0,0,0,0,0,0,0,0,0
"Q1MX18",0,0,0,0,0,0,0,0,0,0,0,0
"Q29980",0,0,0,0,0,0,0,0,0,0,0,0
"Q29983",0,0,0,0,0,0,0,0,0,0,0,0
"Q29RF7",0,0,0,0,0,0,0,0,0,0,0,0
"Q2I0M4",0,0,0,0,0,0,0,0,0,0,0,0
"Q2KHM9",0,0,0,0,0,0,0,0,0,0,0,0
"Q2M389",0,0,0,0,0,0,0,0,0,0,0,0
"Q2MKA7",0,0,0,0,0,0,0,0,0,0,0,0
"Q2NKJ3",0,0,0,0,0,0,0,0,0,0,0,0
"Q2TAY7",0,0,0,0,0,0,0,0,0,0,0,0
"Q2VPB7",0,0,0,0,0,0,0,0,0,0,0,0
"Q3SYG4",0,0,0,0,0,0,0,0,0,0,0,0
"Q3V639",0,0,0,0,0,0,0,0,0,0,0,0
"Q3V6T2",0,0,0,0,0,0,0,0,0,0,0,0
"Q3ZCQ8",1,1,1,1,1,1,1,1,1,1,1,1
"Q495M9",0,0,0,0,0,0,0,0,0,0,0,0
"Q49AN0",0,0,0,0,0,0,0,0,0,0,0,0
"Q4G0F5",0,0,0,0,0,0,0,0,0,0,0,0
"Q4G0J3",0,0,0,0,0,0,0,0,0,0,0,0
"Q4LE39",0,0,0,0,0,0,0,0,0,0,0,0
"Q4U2R6",0,0,0,0,0,0,0,0,0,0,0,0
"Q4V328",0,0,0,0,0,0,0,0,0,0,0,0
"Q4VCS5",0,0,0,0,0,0,0,0,0,0,0,0
"Q4VX76",0,0,0,0,0,0,0,0,0,0,0,0
"Q4ZG51",0,0,0,0,0,0,0,0,0,0,0,0
"Q52LA3",0,0,0,0,0,0,0,0,0,0,0,0
"Q52LJ0",0,0,0,0,0,0,0,0,0,0,0,0
"Q52LR7",0,0,0,0,0,0,0,0,0,0,0,0
"Q53EL6",0,0,0,0,0,0,0,0,0,0,0,0
"Q53EZ4",0,0,0,0,0,0,0,0,0,0,0,0
"Q53G59",0,0,0,0,0,0,0,0,0,0,0,0
"Q53GS7",0,0,0,0,0,0,0,0,0,0,0,0
"Q53GS9",0,0,0,0,0,0,0,0,0,0,0,0
"Q53HC0",0,0,0,0,0,0,0,0,0,0,0,0
"Q53HL2",0,0,0,0,0,0,0,0,0,0,0,0
"Q53SF7",1,1,1,1,1,1,1,1,1,1,1,1
"Q53T94",0,0,0,0,0,0,0,0,0,0,0,0
"Q53TQ3",0,0,0,0,0,0,0,0,0,0,0,0
"Q562F6",0,0,0,0,0,0,0,0,0,0,0,0
"Q567U6",0,0,0,0,0,0,0,0,0,0,0,0
"Q587J8",0,0,0,0,0,0,0,0,0,0,0,0
"Q59EJ3",0,0,0,0,0,0,0,0,0,0,0,0
"Q5BKZ1",0,0,0,0,0,0,0,0,0,0,0,0
"Q5D1E8",0,0,0,0,0,0,0,0,0,0,0,0
"Q5EBL8",0,0,0,0,0,0,0,0,0,0,0,0
"Q5EE01",0,0,0,0,0,0,0,0,0,0,0,0
"Q5FWF5",0,0,0,0,0,0,0,0,0,0,0,0
"Q5H9R7",0,0,0,0,0,0,0,0,0,0,0,0
"Q5HYA8",0,0,0,0,0,0,0,0,0,0,0,0
"Q5JRA6",0,0,0,0,0,0,0,0,0,0,0,0
"Q5JS54",0,0,0,0,0,0,0,0,0,0,0,0
"Q5JTV8",1,1,1,1,1,1,1,1,1,1,1,1
"Q5PSV4",0,0,0,0,0,0,0,0,0,0,0,0
"Q5QJE6",0,0,0,0,0,0,0,0,0,0,0,0
"Q5RKV6",0,0,0,0,0,0,0,0,0,0,0,0
"Q5S007",0,0,0,0,0,0,0,0,0,0,0,0
"Q5SXM2",0,0,0,0,0,0,0,0,0,0,0,0
"Q5SY16",0,0,0,0,0,0,0,0,0,0,0,0
"Q5T011",0,0,0,0,0,0,0,0,0,0,0,0
"Q5T1M5",0,0,0,0,0,0,0,0,0,0,0,0
"Q5T1R4",0,0,0,0,0,0,0,0,0,0,0,0
"Q5T200",0,0,0,0,0,0,0,0,0,0,0,0
"Q5T215",0,0,0,0,0,0,0,0,0,0,0,0
"Q5T2T1",0,0,0,0,0,0,0,0,0,0,0,0
"Q5T2W1",1,1,1,1,1,1,1,1,1,1,1,1
"Q5T4F4",0,0,0,0,0,0,0,0,0,0,0,0
"Q5T4S7",0,0,0,0,0,0,0,0,0,0,0,0
"Q5T4W7",0,0,0,0,0,0,0,0,0,0,0,0
"Q5T653",0,0,0,0,0,0,0,0,0,0,0,0
"Q5T6C5",0,0,0,0,0,0,0,0,0,0,0,0
"Q5T6S3",0,0,0,0,0,0,0,0,0,0,0,0
"Q5TA45",0,0,0,0,0,0,0,0,0,0,0,0
"Q5TC82",0,0,0,0,0,0,0,0,0,0,0,0
"Q5TD97",0,0,0,0,0,0,0,0,0,0,0,0
"Q5TGZ0",0,0,0,0,0,0,0,0,0,0,0,0
"Q5THR3",0,0,0,0,0,0,0,0,0,0,0,0
"Q5TKA1",0,0,0,0,0,0,0,0,0,0,0,0
"Q5U5U6",0,0,0,0,0,0,0,0,0,0,0,0
"Q5U623",0,0,0,0,0,0,0,0,0,0,0,0
"Q5VIR6",1,1,1,1,1,1,1,1,1,1,1,1
"Q5VTR2",0,0,0,0,0,0,0,0,0,0,0,0
"Q5VVJ2",0,0,0,0,0,0,0,0,0,0,0,0
"Q5VWG9",0,0,0,0,0,0,0,0,0,0,0,0
"Q5XKP0",0,0,0,0,0,0,0,0,0,0,0,0
"Q5XPI4",0,0,0,0,0,0,0,0,0,0,0,0
"Q5XUX0",0,0,0,0,0,0,0,0,0,0,0,0
"Q5YLB2",0,0,0,0,0,0,0,0,0,0,0,0
"Q63HK5",0,0,0,0,0,0,0,0,0,0,0,0
"Q63HQ0",0,0,0,0,0,0,0,0,0,0,0,0
"Q641Q2",0,0,0,0,0,0,0,0,0,0,0,0
"Q676U5",0,0,0,0,0,0,0,0,0,0,0,0
"Q68CP9",0,0,0,0,0,0,0,0,0,0,0,0
"Q68CZ1",0,0,0,0,0,0,0,0,0,0,0,0
"Q68CZ6",0,0,0,0,0,0,0,0,0,0,0,0
"Q68DC2",0,0,0,0,0,0,0,0,0,0,0,0
"Q68DK2",0,0,0,0,0,0,0,0,0,0,0,0
"Q68DK7",0,0,0,0,0,0,0,0,0,0,0,0
"Q68DU8",0,0,0,0,0,0,0,0,0,0,0,0
"Q68DV7",0,0,0,0,0,0,0,0,0,0,0,0
"Q68E01",0,0,0,0,0,0,0,0,0,0,0,0
"Q68EM7",0,0,0,0,0,0,0,0,0,0,0,0
"Q693B1",0,0,0,0,0,0,0,0,0,0,0,0
"Q69YN4",0,0,0,0,0,0,0,0,0,0,0,0
"Q6DD88",1,1,1,1,1,1,1,1,1,1,1,1
"Q6FI13",0,0,0,0,0,0,0,0,0,0,0,0
"Q6I9Y2",1,1,1,1,1,1,1,1,1,1,1,1
"Q6IA86",0,0,0,0,0,0,0,0,0,0,0,0
"Q6IAA8",1,1,1,1,1,1,1,1,1,1,1,1
"Q6IBW4",0,0,0,0,0,0,0,0,0,0,0,0
"Q6IE81",0,0,0,0,0,0,0,0,0,0,0,0
"Q6IEG0",0,0,0,0,0,0,0,0,0,0,0,0
"Q6IPU0",0,0,0,0,0,0,0,0,0,0,0,0
"Q6IQ23",0,0,0,0,0,0,0,0,0,0,0,0
"Q6IQ55",0,0,0,0,0,0,0,0,0,0,0,0
"Q6IT96",0,0,0,0,0,0,0,0,0,0,0,0
"Q6MZP7",0,0,0,0,0,0,0,0,0,0,0,0
"Q6NSJ5",0,0,0,0,0,0,0,0,0,0,0,0
"Q6NUQ1",0,0,0,0,0,0,0,0,0,0,0,0
"Q6NZY4",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P0N0",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P161",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P179",1,1,1,1,1,1,1,1,1,1,1,1
"Q6P1J9",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P1K2",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P1L8",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P1M3",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P1X5",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P2C8",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P2E9",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P2Q9",1,1,1,1,1,1,1,1,1,1,1,1
"Q6P3W7",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P4R8",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P597",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P9B9",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P9F7",0,0,0,0,0,0,0,0,0,0,0,0
"Q6PD62",0,0,0,0,0,0,0,0,0,0,0,0
"Q6PGP7",0,0,0,0,0,0,0,0,0,0,0,0
"Q6PI98",0,0,0,0,0,0,0,0,0,0,0,0
"Q6PIL6",0,0,0,0,0,0,0,0,0,0,0,0
"Q6PJ43",0,0,0,0,0,0,0,0,0,0,0,0
"Q6PJG2",0,0,0,0,0,0,0,0,0,0,0,0
"Q6PJI9",0,0,0,0,0,0,0,0,0,0,0,0
"Q6PKG0",0,0,0,0,0,0,0,0,0,0,0,0
"Q6PUV4",0,0,0,0,0,0,0,0,0,0,0,0
"Q6Q0C0",0,0,0,0,0,0,0,0,0,0,0,0
"Q6QNY0",0,0,0,0,0,0,0,0,0,0,0,0
"Q6QNY1",0,0,0,0,0,0,0,0,0,0,0,0
"Q6R327",0,0,0,0,0,0,0,0,0,0,0,0
"Q6STE5",0,0,0,0,0,0,0,0,0,0,0,0
"Q6T4P5",0,0,0,0,0,0,0,0,0,0,0,0
"Q6TCH7",0,0,0,0,0,0,0,0,0,0,0,0
"Q6TFL4",0,0,0,0,0,0,0,0,0,0,0,0
"Q6UB99",1,1,1,1,1,1,1,1,1,1,1,1
"Q6UN15",0,0,0,0,0,0,0,0,0,0,0,0
"Q6UVK1",0,0,0,0,0,0,0,0,0,0,0,0
"Q6UW60",0,0,0,0,0,0,0,0,0,0,0,0
"Q6UWZ7",0,0,0,0,0,0,0,0,0,0,0,0
"Q6UX04",0,0,0,0,0,0,0,0,0,0,0,0
"Q6UXK2",0,0,0,0,0,0,0,0,0,0,0,0
"Q6UXN9",0,0,0,0,0,0,0,0,0,0,0,0
"Q6UXV4",1,1,1,1,1,1,1,1,1,1,1,1
"Q6UXZ4",0,0,0,0,0,0,0,0,0,0,0,0
"Q6VMQ6",0,0,0,0,0,0,0,0,0,0,0,0
"Q6VY07",1,1,1,1,1,1,1,1,1,1,1,1
"Q6W2J9",0,0,0,0,0,0,0,0,0,0,0,0
"Q6WBX8",0,0,0,0,0,0,0,0,0,0,0,0
"Q6WCQ1",0,0,0,0,0,0,0,0,0,0,0,0
"Q6WKZ4",0,0,0,0,0,0,0,0,0,0,0,0
"Q6WN34",0,0,0,0,0,0,0,0,0,0,0,0
"Q6Y2X3",0,0,0,0,0,0,0,0,0,0,0,0
"Q6ZN18",0,0,0,0,0,0,0,0,0,0,0,0
"Q6ZNE5",0,0,0,0,0,0,0,0,0,0,0,0
"Q6ZNX1",0,0,0,0,0,0,0,0,0,0,0,0
"Q6ZRS2",0,0,0,0,0,0,0,0,0,0,0,0
"Q6ZSZ5",0,0,0,0,0,0,0,0,0,0,0,0
"Q6ZVD8",0,0,0,0,0,0,0,0,0,0,0,0
"Q6ZW49",0,0,0,0,0,0,0,0,0,0,0,0
"Q6ZW61",0,0,0,0,0,0,0,0,0,0,0,0
"Q6ZWB6",0,0,0,0,0,0,0,0,0,0,0,0
"Q6ZYL4",0,0,0,0,0,0,0,0,0,0,0,0
"Q70YC5",0,0,0,0,0,0,0,0,0,0,0,0
"Q71F23",0,0,0,0,0,0,0,0,0,0,0,0
"Q71F56",0,0,0,0,0,0,0,0,0,0,0,0
"Q71SY5",0,0,0,0,0,0,0,0,0,0,0,0
"Q71U36",0,0,0,0,0,0,0,0,0,0,0,0
"Q75QN2",0,0,0,0,0,0,0,0,0,0,0,0
"Q7KZ85",0,0,0,0,0,0,0,0,0,0,0,0
"Q7KZF4",1,1,1,1,1,1,1,1,1,1,1,1
"Q7KZI7",0,0,0,0,0,0,0,0,0,0,0,0
"Q7KZN9",0,0,0,0,0,0,0,0,0,0,0,0
"Q7L014",0,0,0,0,0,0,0,0,0,0,0,0
"Q7L0Y3",1,1,1,1,1,1,1,1,1,1,1,1
"Q7L1Q6",0,0,0,0,0,0,0,0,0,0,0,0
"Q7L1W4",0,0,0,0,0,0,0,0,0,0,0,0
"Q7L2E3",0,0,0,0,0,0,0,0,0,0,0,0
"Q7L2H7",0,0,0,0,0,0,0,0,0,0,0,0
"Q7L2Z9",0,0,0,0,0,0,0,0,0,0,0,0
"Q7L576",1,1,1,1,1,1,1,1,1,1,1,1
"Q7L5D6",0,0,0,0,0,0,0,0,0,0,0,0
"Q7L5N1",0,0,0,0,0,0,0,0,0,0,0,0
"Q7L5Y6",0,0,0,0,0,0,0,0,0,0,0,0
"Q7L5Y9",0,0,0,0,0,0,0,0,0,0,0,0
"Q7L804",0,0,0,0,0,0,0,0,0,0,0,0
"Q7L8L6",0,0,0,0,0,0,0,0,0,0,0,0
"Q7LBR1",0,0,0,0,0,0,0,0,0,0,0,0
"Q7RTN6",0,0,0,0,0,0,0,0,0,0,0,0
"Q7RTS3",0,0,0,0,0,0,0,0,0,0,0,0
"Q7RTV0",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z2W9",1,1,1,1,1,1,1,1,1,1,1,1
"Q7Z392",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z3B3",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z3J2",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z412",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z417",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z494",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z4G1",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z4H7",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z4I7",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z4L5",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z4N8",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z589",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z5L9",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z5R6",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z6J0",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z6J2",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z6J9",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z6Z7",1,1,1,1,1,1,1,1,1,1,1,1
"Q7Z7B0",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z7F7",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z7G2",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z7H8",0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z7K0",0,0,0,0,0,0,0,0,0,0,0,0
"Q80VC6",0,0,0,0,0,0,0,0,0,0,0,0
"Q86SG6",0,0,0,0,0,0,0,0,0,0,0,0
"Q86SQ9",0,0,0,0,0,0,0,0,0,0,0,0
"Q86SZ2",0,0,0,0,0,0,0,0,0,0,0,0
"Q86T24",0,0,0,0,0,0,0,0,0,0,0,0
"Q86TJ2",0,0,0,0,0,0,0,0,0,0,0,0
"Q86TM6",0,0,0,0,0,0,0,0,0,0,0,0
"Q86TP1",0,0,0,0,0,0,0,0,0,0,0,0
"Q86TS9",0,0,0,0,0,0,0,0,0,0,0,0
"Q86TV6",0,0,0,0,0,0,0,0,0,0,0,0
"Q86U70",0,0,0,0,0,0,0,0,0,0,0,0
"Q86U86",0,0,0,0,0,0,0,0,0,0,0,0
